,Year of Study,Primary Programme,Gender,Department,Housing Type,Q2-How many events have you Participated in ?,Q5-What are your levels of stress ?,Q6-How Satisfied You are with your Student Life ?,Q7-How much effort do you make to interact with others ?
1770,2,Bachelor of Engineering,M,School of Engineering,Residences,2,5,2,2.0
1771,1,Bachelor of Arts,M,School of Arts & Social Science,Out of Campus,2,5,3,2.0
1772,3,Bachelor of Science (Pharmacy),F,School of Science,Out of Campus,2,5,2,2.0
1773,1,Bachelor of Arts,F,School of Arts & Social Science,Residential Colleges,1,2,3,3.0
1774,1,Bachelor of Arts,F,School of Arts & Social Science,Out of Campus,1,3,2,2.0
1775,1,Bachelor of Business Admin,F,School of Business School,Out of Campus,1,6,2,2.0
1776,1,Bachelor of Business Admin,F,School of Business School,Out of Campus,2,1,2,1.0
1777,2,Bachelor of Engineering,M,School of Engineering,Out of Campus,0,1,2,2.0
1778,1,Bachelor of Arts,F,School of Arts & Social Science,Out of Campus,1,4,2,2.0
1779,2,Bachelor of Arts,F,School of Arts & Social Science,Out of Campus,1,4,2,2.0
1780,1,Bachelor of Computing,M,School of Computing,Out of Campus,2,4,2,2.0
1781,3,Bachelor of Science (SDE),F,School of Design & Environment,Out of Campus,1,2,1,2.0
1782,4,Bachelor of Engineering,F,School of Engineering,Out of Campus,1,3,2,2.0
1783,1,Bachelor of Arts,F,School of Arts & Social Science,Residences,2,2,0,2.0
1784,2,Bachelor of Business Admin,F,School of Business School,Out of Campus,3,3,2,3.0
1786,1,Bachelor of Science (Pharmacy),F,School of Science,Out of Campus,1,6,2,2.0
1787,4,Bachelor of Science,M,School of Science,Out of Campus,3,3,2,2.0
1788,2,Bachelor of Computing,F,School of Computing,Halls,1,2,2,2.0
1789,4,Bachelor of Engineering,M,School of Engineering,Out of Campus,2,2,2,2.0
1790,3,Bachelor of Arts,F,School of Arts & Social Science,Out of Campus,1,5,2,2.0
1791,1,Bachelor of Business Admin,F,School of Business School,Residential Colleges,2,2,2,3.0
1792,2,Bachelor of Arts,F,School of Arts & Social Science,Out of Campus,0,1,2,2.0
1793,1,Bachelor of Science,F,School of Science,Out of Campus,0,4,1,2.0
1794,4,Bachelor of Social Sciences,F,School of Arts & Social Science,Out of Campus,2,3,2,2.0
1795,2,Bachelor of Engineering,F,School of Engineering,Out of Campus,3,4,1,1.0
1796,2,Bachelor of Arts,M,School of Arts & Social Science,Residential Colleges,1,9,2,2.0
1797,2,Bachelor of Business Admin,F,School of Business School,Halls,4,7,3,2.0
1798,4,Bachelor of Science,F,School of Science,Out of Campus,1,3,2,2.0
1799,3,Bachelor of Engineering,M,School of Engineering,Out of Campus,2,2,3,3.0
1800,4,"Bach. of Med.,Bach. of Surg.",F,School of Medicine1,Out of Campus,2,3,2,2.0
1801,1,Bachelor of Arts,F,School of Arts & Social Science,Out of Campus,2,5,2,2.0
1802,3,"Bach. of Med.,Bach. of Surg.",F,School of Medicine1,Out of Campus,1,5,2,2.0
1803,1,Bachelor of Arts,F,School of Arts & Social Science,Out of Campus,1,6,2,2.0
1804,4,Bachelor of Science,F,School of Science,Out of Campus,0,4,2,1.0
1805,1,Bachelor of Engineering,M,School of Engineering,Residential Colleges,1,2,2,1.0
1806,1,Bachelor of Engineering,M,School of Engineering,Out of Campus,1,3,2,2.0
1807,2,Bachelor of Arts,M,School of Arts & Social Science,Out of Campus,1,4,3,2.0
1808,3,Bachelor of Computing,M,School of Computing,Residential Colleges,2,5,2,2.0
1809,3,Bachelor of Engineering,M,School of Engineering,Out of Campus,0,2,2,2.0
1810,4,Bachelor of Science,F,School of Science,Residences,2,1,2,2.0
1811,4,Bachelor of Engineering,F,School of Engineering,Out of Campus,2,2,2,3.0
1812,4,Bachelor of Arts,F,School of Arts & Social Science,Out of Campus,1,1,2,1.0
1813,1,Bachelor of Science (SDE),M,School of Design & Environment,Out of Campus,1,1,2,2.0
1814,1,Bachelor of Engineering,M,School of Engineering,Halls,0,1,2,1.0
1815,2,Bachelor of Science (SDE),F,School of Design & Environment,Out of Campus,2,2,2,2.0
1816,2,Bachelor of Arts,F,School of Arts & Social Science,Out of Campus,1,2,2,1.0
1817,1,Bachelor of Computing,M,School of Computing,Out of Campus,1,6,2,2.0
1818,1,Bachelor of Engineering,F,School of Engineering,Out of Campus,0,7,2,2.0
1819,2,Bachelor of Arts,F,School of Arts & Social Science,Out of Campus,0,2,2,2.0
1821,2,Bachelor of Arts,M,School of Arts & Social Science,Out of Campus,3,1,2,2.0
1822,1,Bachelor of Engineering,M,School of Engineering,Halls,1,3,2,1.0
1824,2,Bachelor of Arts,F,School of Arts & Social Science,Out of Campus,0,4,2,2.0
1826,3,Bachelor of Engineering,F,School of Engineering,Out of Campus,3,3,2,1.0
1829,4,Bachelor of Science,F,School of Science,Out of Campus,1,2,2,2.0
1830,1,Bachelor of Arts,F,School of Arts & Social Science,Out of Campus,1,2,1,1.0
1831,3,Bachelor of Science,F,School of Science,Out of Campus,2,7,2,2.0
1832,3,Bachelor of Science (SDE),F,School of Design & Environment,Out of Campus,1,3,2,2.0
1833,1,Bachelor of Science,F,School of Science,Out of Campus,3,3,2,2.0
1834,1,Bachelor of Computing,M,School of Computing,Halls,2,2,2,2.0
1835,4,Bachelor of Business Admin,M,School of Business School,Out of Campus,2,3,1,2.0
1836,3,Bachelor of Science,F,School of Science,Out of Campus,3,2,1,2.0
1837,4,Bachelor of Business Admin,M,School of Business School,Out of Campus,3,2,2,2.0
1838,1,Bachelor of Arts,M,School of Arts & Social Science,Out of Campus,3,3,2,1.0
1839,4,Bachelor of Science (SDE),F,School of Design & Environment,Out of Campus,1,2,2,2.0
1840,2,Bachelor of Science (Pharmacy),M,School of Science,Out of Campus,2,2,2,2.0
1841,2,Bachelor of Arts,F,School of Arts & Social Science,Residential Colleges,3,3,1,2.0
1842,2,Bachelor of Science,M,School of Science,Out of Campus,1,3,3,3.0
1843,2,Bachelor of Science (Pharmacy),F,School of Science,Out of Campus,0,1,2,1.0
1844,1,Bachelor of Computing,F,School of Computing,Residential Colleges,1,4,2,2.0
1845,2,Bachelor of Arts,F,School of Arts & Social Science,Residential Colleges,0,3,2,2.0
1846,2,Bachelor of Music,M,School of Conservatory of Music,Halls,1,3,2,2.0
1847,1,Bachelor of Computing,F,School of Computing,Halls,2,4,2,2.0
1848,4,Bachelor of Science (Nursing),F,School of Medicine1,Out of Campus,3,6,3,3.0
1849,1,Bachelor of Business Admin,M,School of Business School,Out of Campus,2,3,2,3.0
1850,4,Bachelor of Social Sciences,M,School of Arts & Social Science,Out of Campus,1,2,2,3.0
1853,1,Bachelor of Engineering,M,School of Engineering,Halls,0,2,2,0.0
1854,1,Bachelor of Engineering,F,School of Engineering,Halls,1,3,2,3.0
1855,2,Bachelor of Arts,F,School of Arts & Social Science,Out of Campus,1,3,2,2.0
1856,2,Bachelor of Arts,F,School of Arts & Social Science,Residences,3,5,2,2.0
1857,2,Bachelor of Engineering,M,School of Engineering,Halls,1,2,2,1.0
1858,2,Bachelor of Arts,F,School of Arts & Social Science,Out of Campus,2,6,2,2.0
1859,2,Bachelor of Engineering,F,School of Engineering,Out of Campus,2,6,2,2.0
1861,4,Bachelor of Social Sciences,F,School of Arts & Social Science,Out of Campus,2,2,2,2.0
1862,2,Bachelor of Arts,F,School of Arts & Social Science,Halls,2,4,2,2.0
1863,2,Bachelor of Business Admin,F,School of Business School,Halls,1,5,2,1.0
1864,4,Bachelor of Science,F,School of Science,Out of Campus,2,5,2,2.0
1865,2,Bachelor of Arts,F,School of Arts & Social Science,Out of Campus,2,1,2,1.0
1866,2,Bachelor of Arts,F,School of Arts & Social Science,Out of Campus,0,5,1,2.0
1867,1,Bachelor of Arts,F,School of Arts & Social Science,Residential Colleges,2,6,2,2.0
1868,4,Bachelor of Engineering,M,School of Engineering,Out of Campus,0,3,0,2.0
1869,1,Bachelor of Science,F,School of Science,Out of Campus,2,1,2,2.0
1871,3,Bachelor of Computing,F,School of Computing,Out of Campus,2,6,2,2.0
1872,4,Bachelor of Social Sciences,M,School of Arts & Social Science,Out of Campus,1,3,2,3.0
1873,1,Bachelor of Engineering,F,School of Engineering,Halls,2,8,2,3.0
1875,1,Bachelor of Arts,F,School of Arts & Social Science,Out of Campus,1,1,2,2.0
1876,2,Bachelor of Science,F,School of Science,Out of Campus,0,3,2,2.0
1877,4,Bachelor of Business Admin,F,School of Business School,Halls,1,2,2,1.0
1878,1,Bachelor of Arts,F,School of Arts & Social Science,Out of Campus,1,4,1,1.0
1879,4,Bachelor of Engineering,M,School of Engineering,Out of Campus,2,4,2,2.0
1880,3,Bachelor of Arts,F,School of Arts & Social Science,Out of Campus,1,2,2,1.0
1881,2,Bachelor of Business Admin,F,School of Business School,Halls,2,2,3,2.0
1882,2,Bachelor of Arts,F,School of Arts & Social Science,Out of Campus,0,4,1,2.0
1883,4,Bachelor of Social Sciences,F,School of Arts & Social Science,Out of Campus,2,3,2,1.0
1884,4,Bachelor of Engineering,F,School of Engineering,Out of Campus,3,5,2,3.0
1885,1,Bachelor of Engineering,F,School of Engineering,Residences,2,1,3,2.0
1886,2,Bachelor of Science (Pharmacy),M,School of Science,Out of Campus,3,7,1,1.0
1887,1,Yale-University Bachelor's Program,F,School of Foreign College,Out of Campus,2,4,1,2.0
1888,2,Bachelor of Science,F,School of Science,Out of Campus,1,2,2,2.0
1889,2,Bachelor of Engineering,M,School of Engineering,Residential Colleges,1,3,2,2.0
1890,2,Bachelor of Engineering,M,School of Engineering,Out of Campus,1,1,2,2.0
1891,3,Bachelor of Arts,F,School of Arts & Social Science,Out of Campus,2,2,2,2.0
1892,4,Bachelor of Business Admin,F,School of Business School,Out of Campus,2,4,3,2.0
1893,4,Bachelor of Business Admin,F,School of Business School,Out of Campus,2,2,2,2.0
1894,3,Bachelor of Science (SOC),F,School of Computing,Residences,2,2,2,2.0
1895,2,Bachelor of Engineering,F,School of Engineering,Residences,2,4,2,1.0
1896,2,Bachelor of Arts,F,School of Arts & Social Science,Out of Campus,2,3,2,2.0
1897,3,Bachelor of Engineering,M,School of Engineering,Out of Campus,1,1,2,2.0
1898,2,Bachelor of Arts,F,School of Arts & Social Science,Residential Colleges,1,1,1,2.0
1899,3,Bachelor of Science,F,School of Science,Out of Campus,3,1,2,2.0
1900,1,Bachelor of Engineering (CEG),M,School of Multi Disciplinary Programme,Halls,2,4,2,2.0
1901,3,Bachelor of Science,F,School of Science,Out of Campus,2,3,1,2.0
1902,1,Bachelor of Business Admin,M,School of Business School,Out of Campus,3,6,1,2.0
1903,1,Bachelor of Business Admin,M,School of Business School,Halls,2,4,2,2.0
1904,4,Bachelor of Social Sciences,M,School of Arts & Social Science,Halls,2,3,2,2.0
1905,2,Bachelor of Engineering,M,School of Engineering,Out of Campus,0,6,1,2.0
1906,1,Bachelor of Business Admin,M,School of Business School,Halls,2,5,2,1.0
1908,4,Bachelor of Engineering,M,School of Engineering,Residences,2,4,2,2.0
1909,4,Bachelor of Science (SDE),F,School of Design & Environment,Out of Campus,3,8,2,2.0
1910,4,Bachelor of Social Sciences,F,School of Arts & Social Science,Out of Campus,1,1,2,2.0
1911,3,Bachelor of Science,F,School of Science,Out of Campus,1,3,1,2.0
1912,2,Bachelor of Arts,F,School of Arts & Social Science,Out of Campus,2,5,2,2.0
1913,4,Bachelor of Science,F,School of Science,Residential Colleges,1,3,2,2.0
1914,1,Bachelor of Computing,M,School of Computing,Residences,2,3,3,2.0
1915,4,Bachelor of Science,M,School of Science,Out of Campus,2,6,2,2.0
1916,2,Bachelor of Arts,F,School of Arts & Social Science,Out of Campus,1,4,3,3.0
1917,2,Bachelor of Engineering,M,School of Engineering,Residential Colleges,3,2,3,3.0
1918,4,Bachelor of Engineering,M,School of Engineering,Out of Campus,1,3,2,3.0
1919,1,Bachelor of Science (Pharmacy),M,School of Science,Out of Campus,1,4,2,1.0
1920,3,Bachelor of Dental Surgery,F,School of Dentistry,Out of Campus,2,4,1,2.0
1921,1,Bachelor of Arts,F,School of Arts & Social Science,Out of Campus,3,1,2,2.0
1922,4,Bachelor of Business Admin,M,School of Business School,Out of Campus,2,3,2,3.0
1923,3,Bachelor of Arts,F,School of Arts & Social Science,Out of Campus,2,2,2,2.0
1924,2,Bachelor of Arts,F,School of Arts & Social Science,Out of Campus,0,4,1,1.0
1925,4,Bachelor of Engineering,F,School of Engineering,Out of Campus,2,4,2,2.0
1926,1,Bachelor of Science,M,School of Science,Residential Colleges,1,3,2,3.0
1927,1,Bachelor of Science (SDE),M,School of Design & Environment,Out of Campus,0,5,2,2.0
1928,2,Bachelor of Science,F,School of Science,Halls,3,4,2,3.0
1929,1,Bachelor of Engineering,M,School of Engineering,Out of Campus,3,2,2,2.0
1930,1,Bachelor of Science,M,School of Science,Out of Campus,0,5,2,2.0
1931,3,Bachelor of Business Admin,F,School of Business School,Out of Campus,2,4,2,2.0
1932,2,Bachelor of Science,F,School of Science,Out of Campus,1,3,2,2.0
1933,2,Bachelor of Science (Nursing),F,School of Medicine1,Out of Campus,1,2,2,1.0
1934,2,Bachelor of Engineering,M,School of Engineering,Residential Colleges,2,2,3,3.0
1936,2,Bachelor of Arts,F,School of Arts & Social Science,Out of Campus,2,5,3,2.0
1937,3,Bachelor of Science,F,School of Science,Halls,2,6,2,3.0
1938,1,Bachelor of Engineering,F,School of Engineering,Out of Campus,1,3,1,0.0
1940,1,Bachelor of Science,F,School of Science,Halls,1,2,1,2.0
1941,4,Bachelor of Computing,M,School of Computing,Out of Campus,2,3,1,1.0
1942,4,Bachelor of Science (Pharmacy),F,School of Science,Halls,3,4,2,2.0
1943,4,Bachelor of Engineering,F,School of Engineering,Halls,3,6,2,3.0
1944,1,Bachelor of Arts,F,School of Arts & Social Science,Out of Campus,2,4,2,2.0
1945,3,Bachelor of Engineering,M,School of Engineering,Out of Campus,1,1,1,2.0
1946,1,Bachelor of Arts,F,School of Arts & Social Science,Out of Campus,1,2,2,3.0
1947,1,Bachelor of Science,F,School of Science,Out of Campus,1,1,2,2.0
1948,4,Bachelor of Computing,F,School of Computing,Out of Campus,0,2,2,2.0
1949,2,Bachelor of Arts,F,School of Arts & Social Science,Out of Campus,1,3,2,1.0
1950,1,Bachelor of Engineering,M,School of Engineering,Out of Campus,1,2,2,2.0
1951,1,Bachelor of Business Admin,M,School of Business School,Halls,1,3,2,2.0
1952,3,Bachelor of Business Admin,F,School of Business School,Out of Campus,1,2,2,2.0
1953,1,Bachelor of Science,F,School of Science,Out of Campus,2,5,1,2.0
1954,3,Bachelor of Arts,F,School of Arts & Social Science,Out of Campus,1,2,2,2.0
1956,2,Bachelor of Science,F,School of Science,Out of Campus,1,2,1,2.0
1957,3,Bachelor of Arts,F,School of Arts & Social Science,Out of Campus,1,6,2,2.0
1958,2,Bachelor of Arts,F,School of Arts & Social Science,Out of Campus,2,5,2,2.0
1959,2,Bachelor of Business Admin,M,School of Business School,Residential Colleges,1,5,2,2.0
1960,1,Bachelor of Science (SDE),F,School of Design & Environment,Out of Campus,3,4,3,3.0
1962,3,Bachelor of Engineering (CEG),M,School of Multi Disciplinary Programme,Out of Campus,1,1,2,2.0
1963,3,Bachelor of Arts,F,School of Arts & Social Science,Out of Campus,2,3,2,1.0
1964,4,Bachelor of Science,M,School of Science,Out of Campus,1,2,2,3.0
1965,2,Bachelor of Engineering,M,School of Engineering,Residential Colleges,3,2,2,3.0
1966,2,Bachelor of Arts,F,School of Arts & Social Science,Residential Colleges,0,2,0,1.0
1967,3,Bachelor of Science (Nursing),F,School of Medicine1,Out of Campus,2,4,3,2.0
1968,1,Bachelor of Science (Nursing),F,School of Medicine1,Halls,2,4,2,2.0
1970,3,Bachelor of Science,F,School of Science,Out of Campus,2,4,2,2.0
1972,3,Bachelor of Engineering,F,School of Engineering,Out of Campus,2,2,2,2.0
1973,1,Bachelor of Science (SDE),F,School of Design & Environment,Out of Campus,1,1,2,2.0
1974,3,Bachelor of Business Admin,F,School of Business School,Out of Campus,3,2,2,2.0
1975,2,Bachelor of Env Studies (FOS),M,School of Science,Out of Campus,2,3,2,2.0
1976,2,Bachelor of Engineering,M,School of Engineering,Residences,3,1,2,2.0
1977,1,Bachelor of Engineering,M,School of Engineering,Out of Campus,2,2,2,2.0
1978,2,Bachelor of Science,F,School of Science,Halls,2,2,3,3.0
1979,2,Bachelor of Business Admin,F,School of Business School,Residential Colleges,2,4,3,1.0
1980,1,Bachelor of Arts,F,School of Arts & Social Science,Residential Colleges,3,3,2,2.0
1982,1,Bachelor of Science,F,School of Science,Out of Campus,2,2,2,1.0
1985,1,Bachelor of Arts,F,School of Arts & Social Science,Halls,0,2,1,2.0
1987,4,Bachelor of Arts,F,School of Arts & Social Science,Residential Colleges,1,1,2,2.0
1988,4,Bachelor of Science,M,School of Science,Residences,2,2,2,2.0
1989,2,Bachelor of Science,M,School of Science,Out of Campus,1,2,2,1.0
1990,1,Bachelor of Arts,M,School of Arts & Social Science,Out of Campus,2,2,3,3.0
1991,3,Bachelor of Engineering,F,School of Engineering,Out of Campus,2,1,2,2.0
1992,1,Bachelor of Engineering,F,School of Engineering,Out of Campus,0,1,2,2.0
1993,1,Bachelor of Engineering,M,School of Engineering,Out of Campus,0,2,1,3.0
1996,2,Bachelor of Computing,F,School of Computing,Residential Colleges,4,2,3,3.0
1997,1,Bachelor of Arts,F,School of Arts & Social Science,Out of Campus,2,4,2,2.0
1998,2,Bachelor of Arts,F,School of Arts & Social Science,Halls,1,4,2,2.0
1999,1,Bachelor of Engineering,F,School of Engineering,Out of Campus,2,6,2,3.0
2001,1,Bachelor of Engineering,M,School of Engineering,Halls,1,3,2,3.0
2002,2,Bachelor of Business Admin,F,School of Business School,Halls,1,1,2,2.0
2004,2,Bachelor of Engineering,M,School of Engineering,Out of Campus,2,1,3,3.0
2005,3,Bachelor of Science (SDE),F,School of Design & Environment,Out of Campus,1,4,2,2.0
2007,2,Bachelor of Laws,F,School of Law,Halls,2,4,2,1.0
2010,3,Bachelor of Engineering,M,School of Engineering,Out of Campus,1,2,1,2.0
2011,3,Bachelor of Arts,F,School of Foreign College,Out of Campus,2,7,2,1.0
2013,2,Bachelor of Arts,F,School of Arts & Social Science,Residences,3,3,1,2.0
2014,3,Bachelor of Arts,F,School of Arts & Social Science,Out of Campus,0,4,1,1.0
2015,4,Bachelor of Science,F,School of Science,Out of Campus,2,6,1,2.0
2016,2,Bachelor of Science,M,School of Science,Out of Campus,1,1,2,2.0
2017,4,Bachelor of Science (Nursing),F,School of Medicine1,Out of Campus,3,6,2,1.0
2018,3,Bachelor of Science,F,School of Science,Residential Colleges,3,4,2,2.0
2019,3,"Bach. of Med.,Bach. of Surg.",F,School of Medicine1,Out of Campus,2,3,2,1.0
2020,1,Bachelor of Arts,M,School of Arts & Social Science,Residential Colleges,3,3,1,2.0
2021,4,Bachelor of Science,M,School of Science,Out of Campus,0,5,2,1.0
2022,3,Bachelor of Arts,F,School of Arts & Social Science,Out of Campus,2,3,3,3.0
2023,1,Bachelor of Science (SOC),F,School of Computing,Out of Campus,2,1,2,2.0
2024,4,Bachelor of Science,F,School of Science,Out of Campus,1,2,2,2.0
2025,3,Bachelor of Arts,F,School of Arts & Social Science,Out of Campus,2,1,2,2.0
2026,2,Bachelor of Computing,F,School of Computing,Out of Campus,2,2,2,2.0
2027,2,Bachelor of Arts,F,School of Arts & Social Science,Halls,1,5,2,2.0
2028,1,Bachelor of Science,F,School of Science,Out of Campus,1,1,2,2.0
2029,4,Bachelor of Engineering,F,School of Engineering,Halls,1,4,2,2.0
2031,2,Bachelor of Business Admin,F,School of Business School,Out of Campus,2,3,2,1.0
2033,1,Bachelor of Business Admin,F,School of Business School,Out of Campus,2,2,1,2.0
2034,3,Bachelor of Arts,F,School of Arts & Social Science,Out of Campus,1,3,2,2.0
2035,1,Bachelor of Engineering,F,School of Engineering,Halls,2,2,2,1.0
2036,1,Bachelor of Science,F,School of Science,Out of Campus,1,6,2,3.0
2037,3,Bachelor of Science,F,School of Science,Out of Campus,1,1,2,3.0
2039,2,Bachelor of Engineering,F,School of Engineering,Residential Colleges,2,4,2,2.0
2040,1,Bachelor of Business Admin,F,School of Business School,Halls,2,3,2,2.0
